企業ID,企業名,メールアドレス,募集職種,メール用職種,送信日時,送信結果,トラッキングID,エラーメッセージ,件名,担当者メールアドレス,送信エラー
1645,有限会社山口バス,info@yamaguchi-bus.jp,運行管理者,運行管理者,2025-06-24 16:40:25,success,1645_info@yamaguchi-bus.jp_20250624164025_df954e22,,【運行管理者の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1646,株式会社ランコーポレーション,info@ran-corporation.co.jp,施工管理職,施工管理職,2025-06-24 16:40:30,success,1646_info@ran-corporation.co.jp_20250624164030_9e8ecaab,,【施工管理職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1647,株式会社OAGビジコム,info@busicomaudit.com,ジュニアコンサルタント職,ジュニアコンサルタント職,2025-06-24 16:40:35,success,1647_info@busicomaudit.com_20250624164035_48f99810,,【ジュニアコンサルタント職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1648,株式会社カムテイ,info@kamty-corp.jp,不動産営業,不動産営業,2025-06-24 16:40:40,success,1648_info@kamty-corp.jp_20250624164040_52789708,,【不動産営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1649,株式会社マーベックス,info@mahbex.com,提案営業,提案営業,2025-06-24 16:40:45,success,1649_info@mahbex.com_20250624164045_d7f120e7,,【提案営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1650,シオノギファーマ株式会社,info@shionogi-ph.co.jp,医薬品の製造オペレーター,医薬品の製造オペレーター,2025-06-24 16:40:51,success,1650_info@shionogi-ph.co.jp_20250624164050_902a7f33,,【医薬品の製造オペレーターの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1651,株式会社日本容器,info@nihonyoki.co.jp,機械設計,機械設計,2025-06-24 16:40:56,success,1651_info@nihonyoki.co.jp_20250624164056_d8f57764,,【機械設計の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1652,テクノアドバンス株式会社,info@technoadvance.co.jp,電気設備施工管理,電気設備施工管理,2025-06-24 16:41:01,success,1652_info@technoadvance.co.jp_20250624164101_9f711730,,【電気設備施工管理の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1653,新洋海運株式会社,info@shin-yo.co.jp,フォークリフト作業員,フォークリフト作業員,2025-06-24 16:41:06,success,1653_info@shin-yo.co.jp_20250624164106_c4d33c1a,,【フォークリフト作業員の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1654,株式会社レイジット,info@reygit.jp,不動産の一般事務,不動産の一般事務,2025-06-24 16:41:11,success,1654_info@reygit.jp_20250624164111_86431397,,【不動産の一般事務の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1655,サイエンテックス・クリ－ド・ジャパン株式会社,info@doyanen.jp,ホテルフロントスタッフ,ホテルフロントスタッフ,2025-06-24 16:41:16,success,1655_info@doyanen.jp_20250624164116_a5e85ae5,,【ホテルフロントスタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1656,株式会社やまや,saiyou@yamaya.co.jp,店舗スタッフ,店舗スタッフ,2025-06-24 16:41:21,success,1656_saiyou@yamaya.co.jp_20250624164121_b72d5e11,,【店舗スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1657,昭和メンテナンス株式会社,info@showa-ms.co.jp,現場管理スタッフ,現場管理スタッフ,2025-06-24 16:41:27,success,1657_info@showa-ms.co.jp_20250624164126_bceb8f54,,【現場管理スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1658,株式会社アメイザ,info@33sunny.jp,管理・営業職,管理・営業職,2025-06-24 16:41:32,success,1658_info@33sunny.jp_20250624164132_73fb96ed,,【管理・営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1659,上野鉄工株式会社,info@uenotekko.co.jp,製造スタッフ,製造スタッフ,2025-06-24 16:41:37,success,1659_info@uenotekko.co.jp_20250624164137_bc177ed8,,【製造スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1660,株式会社スギタ,info@akarihana.com,介護職,介護職,2025-06-24 16:41:42,success,1660_info@akarihana.com_20250624164142_f31f47e2,,【介護職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1661,有限会社平成自動車,info@jidosya.co.jp,自動車整備士,自動車整備士,2025-06-24 16:41:47,success,1661_info@jidosya.co.jp_20250624164147_dcdd25e4,,【自動車整備士の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1662,株式会社三洋商事,info@sanyo-shoji.co.jp,営業職,営業職,2025-06-24 16:41:52,success,1662_info@sanyo-shoji.co.jp_20250624164152_9e4d9f74,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1663,関西ポリマー株式会社,info@kansaipolymer.co.jp,技術スタッフ,技術スタッフ,2025-06-24 16:41:58,success,1663_info@kansaipolymer.co.jp_20250624164157_170aabd5,,【技術スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1664,株式会社アーキテクト・ワンズ,info@archt1.co.jp,プログラマー,プログラマー,2025-06-24 16:42:03,success,1664_info@archt1.co.jp_20250624164203_82e63169,,【プログラマーの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1665,シーマン株式会社,info@sheen-man.co.jp,提案営業,提案営業,2025-06-24 16:42:08,success,1665_info@sheen-man.co.jp_20250624164208_b82c0dc7,,【提案営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1666,株式会社ダイケン,info@daiken-grp.com,倉庫管理スタッフ,倉庫管理スタッフ,2025-06-24 16:42:13,success,1666_info@daiken-grp.com_20250624164213_4aca2ae8,,【倉庫管理スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1667,株式会社ぜんりょう設備企画,info@zenryo-sk.com,設備設計,設備設計,2025-06-24 16:42:18,success,1667_info@zenryo-sk.com_20250624164218_c15b9f1f,,【設備設計の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1668,株式会社大阪イエローハット,info@yellowhat.jp,店舗スタッフ,店舗スタッフ,2025-06-24 16:42:23,success,1668_info@yellowhat.jp_20250624164223_da29acba,,【店舗スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1669,ケイミュー株式会社,info@kmew.co.jp,知財,知財,2025-06-24 16:42:28,success,1669_info@kmew.co.jp_20250624164228_f9229e72,,【知財の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1670,中央復建デザインプラス株式会社,info@cfkdp.com,土木設計,土木設計,2025-06-24 16:42:33,success,1670_info@cfkdp.com_20250624164233_fc80bb35,,【土木設計の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1671,今村不動産株式会社,info@imaestate.com,不動産営業,不動産営業,2025-06-24 16:42:39,success,1671_info@imaestate.com_20250624164238_77f34a22,,【不動産営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1672,株式会社エフテック,info@f-tc.co.jp,施工スタッフ,施工スタッフ,2025-06-24 16:42:44,success,1672_info@f-tc.co.jp_20250624164244_6a473d64,,【施工スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1673,株式会社大阪共立,info@osaka-kyoritz.co.jp,総務経理,総務経理,2025-06-24 16:42:49,success,1673_info@osaka-kyoritz.co.jp_20250624164249_69800bce,,【総務経理の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1674,株式会社ロジカ・エデュケーション,info@logica.education,サービス管理責任者,サービス管理責任者,2025-06-24 16:42:54,success,1674_info@logica.education_20250624164254_bc02d922,,【サービス管理責任者の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1675,三徳エネルギー株式会社,info@santoku-energy.jp,営業職,営業職,2025-06-24 16:42:59,success,1675_info@santoku-energy.jp_20250624164259_2e9ac0fd,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1676,株式会社フクナガエンジニアリング,info@ecosoft.co.jp,法人営業職,法人営業職,2025-06-24 16:43:04,success,1676_info@ecosoft.co.jp_20250624164304_98477d90,,【法人営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1677,栗本建設工業株式会社,info@kurimoto-ci.co.jp,施工管理職,施工管理職,2025-06-24 16:43:10,success,1677_info@kurimoto-ci.co.jp_20250624164309_fc30b26b,,【施工管理職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1678,守田化学工業株式会社,info@morita-kagaku-kogyo.co.jp,海外営業,海外営業,2025-06-24 16:43:15,success,1678_info@morita-kagaku-kogyo.co.jp_20250624164315_f262b6d3,,【海外営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1679,京セラドキュメントソリューションズ株式会社,info@kyoceradocumentsolutions.com,機械・電気エンジニア,機械・電気エンジニア,2025-06-24 16:43:20,success,1679_info@kyoceradocumentsolutions.com_20250624164320_b6c095a9,,【機械・電気エンジニアの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1680,株式会社幸和技研社,info@kowa-giken.ip-designplus.com,メンテナンススタッフ,メンテナンススタッフ,2025-06-24 16:43:25,success,1680_info@kowa-giken.ip-designplus.com_20250624164325_8954a6eb,,【メンテナンススタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1681,株式会社日本オフィスコンサルティング,info@joc-office.co.jp,営業職,営業職,2025-06-24 16:43:30,success,1681_info@joc-office.co.jp_20250624164330_16bc9c8e,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1682,富士通商株式会社,info@fuji-trading-jp.com,ルート営業,ルート営業,2025-06-24 16:43:35,success,1682_info@fuji-trading-jp.com_20250624164335_86c9c39c,,【ルート営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1683,株式会社ソアロン,info@soalon.com,製造オペレーター,製造オペレーター,2025-06-24 16:43:41,success,1683_info@soalon.com_20250624164340_133e2ba1,,【製造オペレーターの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1684,生興株式会社,info@seikofamily.co.jp,ルート営業,ルート営業,2025-06-24 16:43:46,success,1684_info@seikofamily.co.jp_20250624164346_4032b640,,【ルート営業の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1685,株式会社ＫＹイメージングテック,info@kyimage.co.jp,コミュニティ運営,コミュニティ運営,2025-06-24 16:43:51,success,1685_info@kyimage.co.jp_20250624164351_32730865,,【コミュニティ運営の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1686,株式会社ファミネット,info@w-faminet.co.jp,営業職,営業職,2025-06-24 16:43:56,success,1686_info@w-faminet.co.jp_20250624164356_1da8d5d5,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1687,株式会社関電システムズ,info@kanden-sys.jp,システムエンジニア,システムエンジニア,2025-06-24 16:44:01,success,1687_info@kanden-sys.jp_20250624164401_53014c39,,【システムエンジニアの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1688,株式会社情報技術,info@joho-tech.jp,事務スタッフ,事務スタッフ,2025-06-24 16:44:06,success,1688_info@joho-tech.jp_20250624164406_e15d4f9c,,【事務スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1689,コバヤシ産業株式会社,info@kobayashi-ind.com,営業職,営業職,2025-06-24 16:44:12,success,1689_info@kobayashi-ind.com_20250624164411_a27592c9,,【営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1690,ソノルカエンジニアリング株式会社,info@maruka.co.jp,在庫管理,在庫管理,2025-06-24 16:44:17,success,1690_info@maruka.co.jp_20250624164417_c7dfb36d,,【在庫管理の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1691,一般社団法人日本美容医療研究機構,info@yamaguchisensei.com,秘書業務,秘書業務,2025-06-24 16:44:22,success,1691_info@yamaguchisensei.com_20250624164422_f4751f51,,【秘書業務の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1692,株式会社ナインティワン,info@ninetyone.co.jp,店舗スタッフ,店舗スタッフ,2025-06-24 16:44:27,success,1692_info@ninetyone.co.jp_20250624164427_c9c711c9,,【店舗スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1693,株式会社イヴレス,info@ivress.co.jp,企画営業職,企画営業職,2025-06-24 16:44:32,success,1693_info@ivress.co.jp_20250624164432_54bb0e46,,【企画営業職の人材採用を強化しませんか？】株式会社HUGANからのご提案,,
1694,奥河刃物工業株式会社,info@okugawa-hamono.co.jp,製造スタッフ,製造スタッフ,2025-06-24 16:44:38,success,1694_info@okugawa-hamono.co.jp_20250624164437_3a0f585d,,【製造スタッフの人材採用を強化しませんか？】株式会社HUGANからのご提案,,
